Temperature (C),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (cP),Therm. Cond. (W/m*K),Phase
0.0,1.0,0.088708,11.273,2448.1,3575.4,52.182,10.071,14.198,1261.1,-0.024734,0.008377,0.17346,vapor
0.0,11.0,0.9698,1.0311,2444.7,3579.0,42.279,10.08,14.231,1269.8,-0.025336,0.0083851,0.17483,vapor
0.0,21.0,1.8401,0.54346,2441.4,3582.6,39.6,10.089,14.264,1278.6,-0.025988,0.0083949,0.17605,vapor
0.0,21.0,1.8401,0.54346,2441.4,3582.6,39.6,10.089,14.264,1278.6,-0.025988,0.0083949,0.17605,supercritical
0.0,21.0,1.8401,0.54346,2441.4,3582.6,39.6,10.089,14.264,1278.6,-0.025988,0.0083949,0.17605,supercritical
0.0,31.0,2.6996,0.37042,2438.1,3586.4,37.982,10.098,14.296,1287.4,-0.026677,0.0084064,0.17715,supercritical
0.0,41.0,3.5485,0.28181,2434.8,3590.3,36.817,10.107,14.326,1296.3,-0.027392,0.0084193,0.17816,supercritical
0.0,51.0,4.3868,0.22795,2431.7,3594.2,35.906,10.116,14.356,1305.2,-0.028123,0.0084338,0.17909,supercritical
0.0,61.0,5.2147,0.19177,2428.6,3598.3,35.157,10.125,14.384,1314.2,-0.028861,0.0084497,0.17996,supercritical
0.0,71.0,6.0321,0.16578,2425.5,3602.5,34.52,10.134,14.412,1323.2,-0.029601,0.008467,0.18077,supercritical
0.0,81.0,6.8392,0.14622,2422.5,3606.9,33.966,10.142,14.438,1332.3,-0.030337,0.0084856,0.18155,supercritical
0.0,91.0,7.636,0.13096,2419.6,3611.3,33.476,10.151,14.464,1341.5,-0.031064,0.0085054,0.18229,supercritical
0.0,101.0,8.4227,0.11873,2416.7,3615.8,33.037,10.16,14.488,1350.7,-0.03178,0.0085265,0.18302,supercritical
0.0,111.0,9.1993,0.1087,2413.9,3620.5,32.638,10.169,14.511,1359.9,-0.032481,0.0085487,0.18374,supercritical
0.0,121.0,9.966,0.10034,2411.1,3625.3,32.273,10.178,14.533,1369.1,-0.033165,0.008572,0.18445,supercritical
0.0,131.0,10.723,0.093259,2408.5,3630.1,31.937,10.187,14.555,1378.4,-0.033832,0.0085963,0.18515,supercritical
0.0,141.0,11.47,0.087184,2405.8,3635.1,31.625,10.196,14.575,1387.7,-0.03448,0.0086217,0.18586,supercritical
0.0,151.0,12.208,0.081916,2403.3,3640.2,31.334,10.204,14.595,1397.0,-0.035107,0.0086481,0.18658,supercritical
0.0,161.0,12.936,0.077306,2400.7,3645.4,31.062,10.213,14.614,1406.4,-0.035715,0.0086753,0.18731,supercritical
0.0,171.0,13.654,0.073236,2398.3,3650.6,30.806,10.222,14.632,1415.8,-0.036303,0.0087035,0.18805,supercritical
0.0,181.0,14.364,0.069619,2395.9,3656.0,30.564,10.23,14.649,1425.1,-0.03687,0.0087325,0.1888,supercritical
0.0,191.0,15.064,0.066381,2393.6,3661.4,30.335,10.239,14.665,1434.5,-0.037418,0.0087623,0.18957,supercritical
0.0,201.0,15.756,0.063468,2391.3,3667.0,30.118,10.248,14.681,1443.9,-0.037946,0.0087928,0.19036,supercritical
0.0,211.0,16.439,0.060832,2389.0,3672.6,29.911,10.256,14.696,1453.3,-0.038454,0.0088241,0.19116,supercritical
0.0,221.0,17.113,0.058435,2386.8,3678.3,29.714,10.265,14.711,1462.7,-0.038944,0.0088561,0.19197,supercritical
0.0,231.0,17.779,0.056248,2384.7,3684.0,29.525,10.273,14.725,1472.1,-0.039416,0.0088888,0.19281,supercritical
0.0,241.0,18.436,0.054242,2382.6,3689.9,29.344,10.282,14.739,1481.5,-0.039871,0.008922,0.19366,supercritical
0.0,251.0,19.085,0.052398,2380.6,3695.8,29.171,10.29,14.752,1490.9,-0.040308,0.0089559,0.19453,supercritical
0.0,261.0,19.726,0.050695,2378.6,3701.8,29.004,10.299,14.764,1500.3,-0.040729,0.0089904,0.19541,supercritical
0.0,271.0,20.359,0.049119,2376.7,3707.8,28.843,10.307,14.776,1509.7,-0.041134,0.0090253,0.19631,supercritical
0.0,281.0,20.984,0.047656,2374.8,3713.9,28.688,10.315,14.787,1519.0,-0.041525,0.0090609,0.19722,supercritical
0.0,291.0,21.601,0.046294,2372.9,3720.1,28.539,10.324,14.798,1528.4,-0.041901,0.0090969,0.19815,supercritical
0.0,301.0,22.211,0.045022,2371.1,3726.3,28.395,10.332,14.809,1537.7,-0.042263,0.0091333,0.19909,supercritical
0.0,311.0,22.814,0.043833,2369.4,3732.6,28.255,10.34,14.819,1547.0,-0.042611,0.0091703,0.20004,supercritical
0.0,321.0,23.409,0.042719,2367.7,3738.9,28.12,10.348,14.829,1556.3,-0.042947,0.0092076,0.201,supercritical
0.0,331.0,23.997,0.041672,2366.0,3745.3,27.989,10.357,14.838,1565.6,-0.043271,0.0092453,0.20198,supercritical
0.0,341.0,24.578,0.040687,2364.4,3751.8,27.862,10.365,14.847,1574.9,-0.043583,0.0092835,0.20296,supercritical
0.0,351.0,25.152,0.039758,2362.8,3758.3,27.738,10.373,14.856,1584.1,-0.043884,0.009322,0.20395,supercritical
0.0,361.0,25.719,0.038881,2361.2,3764.8,27.618,10.381,14.865,1593.3,-0.044174,0.0093608,0.20496,supercritical
0.0,371.0,26.28,0.038052,2359.7,3771.4,27.502,10.389,14.873,1602.6,-0.044455,0.0094,0.20597,supercritical
0.0,381.0,26.834,0.037266,2358.2,3778.1,27.388,10.397,14.88,1611.7,-0.044725,0.0094394,0.20698,supercritical
0.0,391.0,27.382,0.03652,2356.8,3784.7,27.278,10.405,14.888,1620.9,-0.044986,0.0094792,0.20801,supercritical
0.0,401.0,27.924,0.035812,2355.4,3791.4,27.17,10.413,14.895,1630.1,-0.045237,0.0095193,0.20904,supercritical
0.0,411.0,28.459,0.035138,2354.0,3798.2,27.065,10.421,14.902,1639.2,-0.04548,0.0095596,0.21008,supercritical
0.0,421.0,28.988,0.034497,2352.7,3805.0,26.962,10.429,14.909,1648.3,-0.045715,0.0096001,0.21112,supercritical
0.0,431.0,29.511,0.033885,2351.4,3811.8,26.862,10.437,14.915,1657.3,-0.045942,0.0096409,0.21216,supercritical
0.0,441.0,30.029,0.033302,2350.1,3818.7,26.764,10.444,14.921,1666.4,-0.046161,0.009682,0.21321,supercritical
0.0,451.0,30.54,0.032744,2348.9,3825.6,26.668,10.452,14.927,1675.4,-0.046373,0.0097232,0.21427,supercritical
0.0,461.0,31.046,0.03221,2347.7,3832.5,26.575,10.46,14.933,1684.4,-0.046578,0.0097646,0.21533,supercritical
0.0,471.0,31.547,0.031699,2346.5,3839.5,26.483,10.468,14.938,1693.4,-0.046776,0.0098063,0.21639,supercritical
0.0,481.0,32.042,0.031209,2345.3,3846.5,26.394,10.475,14.944,1702.3,-0.046967,0.0098481,0.21745,supercritical
0.0,491.0,32.531,0.03074,2344.2,3853.6,26.306,10.483,14.949,1711.3,-0.047152,0.0098901,0.21852,supercritical
0.0,501.0,33.016,0.030289,2343.2,3860.6,26.22,10.491,14.954,1720.1,-0.047331,0.0099322,0.21959,supercritical
0.0,511.0,33.495,0.029855,2342.1,3867.7,26.136,10.498,14.958,1729.0,-0.047504,0.0099745,0.22067,supercritical
0.0,521.0,33.969,0.029439,2341.1,3874.8,26.054,10.506,14.963,1737.9,-0.047672,0.010017,0.22174,supercritical
0.0,531.0,34.438,0.029038,2340.1,3882.0,25.973,10.513,14.967,1746.7,-0.047834,0.010059,0.22282,supercritical
0.0,541.0,34.902,0.028652,2339.1,3889.1,25.894,10.521,14.971,1755.5,-0.04799,0.010102,0.22391,supercritical
0.0,551.0,35.361,0.028279,2338.2,3896.3,25.816,10.528,14.975,1764.2,-0.048142,0.010145,0.22499,supercritical
0.0,561.0,35.816,0.02792,2337.2,3903.6,25.739,10.536,14.979,1773.0,-0.048289,0.010188,0.22608,supercritical
0.0,571.0,36.266,0.027574,2336.3,3910.8,25.664,10.543,14.983,1781.7,-0.04843,0.010231,0.22717,supercritical
0.0,581.0,36.711,0.027239,2335.5,3918.1,25.591,10.551,14.987,1790.3,-0.048568,0.010274,0.22827,supercritical
0.0,591.0,37.152,0.026916,2334.6,3925.4,25.518,10.558,14.99,1799.0,-0.0487,0.010317,0.22936,supercritical
0.0,601.0,37.589,0.026604,2333.8,3932.7,25.447,10.565,14.993,1807.6,-0.048829,0.010361,0.23047,supercritical
0.0,611.0,38.021,0.026301,2333.0,3940.0,25.377,10.572,14.997,1816.2,-0.048953,0.010404,0.23157,supercritical
0.0,621.0,38.449,0.026008,2332.2,3947.4,25.308,10.58,15.0,1824.8,-0.049073,0.010448,0.23268,supercritical
0.0,631.0,38.873,0.025725,2331.5,3954.7,25.24,10.587,15.003,1833.3,-0.049189,0.010491,0.2338,supercritical
0.0,641.0,39.292,0.02545,2330.8,3962.1,25.174,10.594,15.005,1841.8,-0.049301,0.010535,0.23492,supercritical
0.0,651.0,39.708,0.025184,2330.1,3969.5,25.108,10.601,15.008,1850.3,-0.04941,0.010578,0.23604,supercritical
0.0,661.0,40.119,0.024926,2329.4,3977.0,25.044,10.608,15.011,1858.7,-0.049515,0.010622,0.23717,supercritical
0.0,671.0,40.527,0.024675,2328.7,3984.4,24.98,10.615,15.013,1867.1,-0.049616,0.010666,0.23831,supercritical
0.0,681.0,40.931,0.024432,2328.1,3991.9,24.918,10.622,15.016,1875.5,-0.049714,0.01071,0.23945,supercritical
0.0,691.0,41.331,0.024195,2327.4,3999.3,24.856,10.629,15.018,1883.9,-0.049809,0.010754,0.2406,supercritical
0.0,701.0,41.727,0.023965,2326.8,4006.8,24.795,10.636,15.02,1892.2,-0.049901,0.010798,0.24175,supercritical
0.0,711.0,42.12,0.023742,2326.3,4014.3,24.735,10.643,15.023,1900.5,-0.049989,0.010842,0.24291,supercritical
0.0,721.0,42.509,0.023525,2325.7,4021.8,24.676,10.65,15.025,1908.8,-0.050074,0.010886,0.24408,supercritical
0.0,731.0,42.894,0.023313,2325.2,4029.4,24.618,10.657,15.027,1917.0,-0.050157,0.01093,0.24526,supercritical
0.0,741.0,43.276,0.023108,2324.6,4036.9,24.561,10.664,15.029,1925.3,-0.050236,0.010974,0.24645,supercritical
0.0,751.0,43.654,0.022907,2324.1,4044.5,24.504,10.671,15.031,1933.4,-0.050313,0.011018,0.24765,supercritical
0.0,761.0,44.03,0.022712,2323.6,4052.0,24.448,10.678,15.032,1941.6,-0.050387,0.011062,0.24885,supercritical
0.0,771.0,44.401,0.022522,2323.2,4059.6,24.393,10.684,15.034,1949.7,-0.050459,0.011106,0.25007,supercritical
0.0,781.0,44.77,0.022336,2322.7,4067.2,24.339,10.691,15.036,1957.8,-0.050528,0.011151,0.25129,supercritical
0.0,791.0,45.135,0.022156,2322.3,4074.8,24.285,10.698,15.037,1965.9,-0.050594,0.011195,0.25253,supercritical
0.0,801.0,45.497,0.021979,2321.9,4082.4,24.233,10.704,15.039,1973.9,-0.050658,0.011239,0.25378,supercritical
0.0,811.0,45.856,0.021807,2321.5,4090.0,24.18,10.711,15.041,1981.9,-0.050719,0.011284,0.25504,supercritical
0.0,821.0,46.212,0.021639,2321.1,4097.7,24.129,10.718,15.042,1989.9,-0.050779,0.011328,0.25631,supercritical
0.0,831.0,46.565,0.021475,2320.7,4105.3,24.078,10.724,15.043,1997.9,-0.050835,0.011372,0.25759,supercritical
0.0,841.0,46.915,0.021315,2320.4,4113.0,24.027,10.731,15.045,2005.8,-0.05089,0.011417,0.25889,supercritical
0.0,851.0,47.262,0.021159,2320.0,4120.6,23.978,10.737,15.046,2013.7,-0.050943,0.011461,0.2602,supercritical
0.0,861.0,47.606,0.021006,2319.7,4128.3,23.929,10.744,15.047,2021.6,-0.050994,0.011506,0.26153,supercritical
0.0,871.0,47.948,0.020856,2319.4,4136.0,23.88,10.75,15.049,2029.4,-0.051042,0.01155,0.26287,supercritical
0.0,881.0,48.286,0.02071,2319.1,4143.7,23.832,10.757,15.05,2037.2,-0.051089,0.011594,0.26423,supercritical
0.0,891.0,48.622,0.020567,2318.8,4151.4,23.785,10.763,15.051,2045.0,-0.051133,0.011639,0.2656,supercritical
0.0,901.0,48.955,0.020427,2318.6,4159.1,23.738,10.77,15.052,2052.7,-0.051176,0.011683,0.26698,supercritical
0.0,911.0,49.285,0.02029,2318.3,4166.8,23.692,10.776,15.053,2060.4,-0.051217,0.011728,0.26839,supercritical
0.0,921.0,49.613,0.020156,2318.1,4174.5,23.646,10.782,15.054,2068.1,-0.051256,0.011773,0.26981,supercritical
0.0,931.0,49.938,0.020025,2317.9,4182.2,23.601,10.789,15.055,2075.8,-0.051294,0.011817,0.27124,supercritical
0.0,941.0,50.261,0.019896,2317.7,4189.9,23.556,10.795,15.056,2083.4,-0.05133,0.011862,0.2727,supercritical
0.0,951.0,50.581,0.01977,2317.5,4197.6,23.511,10.801,15.057,2091.0,-0.051364,0.011906,0.27417,supercritical
0.0,961.0,50.898,0.019647,2317.3,4205.4,23.468,10.808,15.058,2098.6,-0.051396,0.011951,0.27567,supercritical
0.0,971.0,51.214,0.019526,2317.1,4213.1,23.424,10.814,15.059,2106.2,-0.051427,0.011996,0.27718,supercritical
0.0,981.0,51.526,0.019408,2317.0,4220.9,23.381,10.82,15.06,2113.7,-0.051457,0.01204,0.27871,supercritical
0.0,991.0,51.837,0.019291,2316.8,4228.6,23.339,10.826,15.061,2121.2,-0.051485,0.012085,0.28026,supercritical
0.0,1001.0,52.145,0.019177,2316.7,4236.4,23.297,10.832,15.062,2128.7,-0.051512,0.01213,0.28183,supercritical
0.0,1011.0,52.45,0.019066,2316.6,4244.1,23.255,10.838,15.063,2136.1,-0.051537,0.012174,0.28342,supercritical
